"LANGUAGE","한국어","Language name (in native language)."
"LANGUAGE_CHOICE","언어 선택","Heading for language selection menu."
"LANGUAGE_GAME","게임 언어 사용","Default selection in language selection menu."
"NOTE_CLOSE","닫기","Notification button text - closes the notification."
"NOTE_DONTSHOWAGAIN","다시 표시하지 않기","Notification button text - don't show this notification again."
"NO","아니오","Notification button text - don't perform this action."
"YES","예","Notification button text - perfom this action."
"PRESS_ANY_KEY","아무 키나 누르세요.","Shown when awaiting user input when changing a key setting."
"CONFLICT_DETECTED","모드 충돌 감지됨!","Warning message that a mod conflict was detected."
"UNABLE_TO_OPERATE","즉, 모드를 작동할 수 없고 종료되었다는 의미입니다.","Warning message letting the user know that the mod can't work."
"CONFLICTING_MODS","충돌하는 모드는 다음과 같습니다:","Part of the mod conflict warning notification - header for the list of conflicting mods."
"HARMONY_ERROR","모드가 필요한 Harmony 패치를 제대로 적용할 수 없습니다.","Warning message that a patching problem was detected, and the mod can't operate."
"HARMONY_PROBLEM_CAUSES","이 문제의 원인으로 예상되는 것은 다음과 같습니다.","Header for list of possible causes of Harmony errors."
"HARMONY_NOT_INSTALLED","이 모드의 구동에 필요한 Harmony 2 mod dependency가 설치되지 않았습니다.","Possible cause of Harmony error - Harmony not installed."
"HARMONY_MOD_ERROR","오래 되었거나 고장난 모드가 있어서 Harmony 2가 제대로 작동하지 않습니다.","Possible cause of Harmony error - a broken mod (not this one) can cause things to stop working."
"HARMONY_MOD_CONFLICT","다른 모드가 이 모드에 적용될 수 없는 Harmony 패치를 시도하고 있는 것일 수 있습니다.","Possible cause of Harmony error - two mods trying to patch the same thing at once."
"DETAIL_LOGGING","자세한 디버깅 기록 활성화","Option to record more detail in game log"
