LANGUAGE,Polski,Language name (in native language).
LANGUAGE_CHOICE,Wybierz język,Heading for language selection menu.
LANGUAGE_GAME,Wybierz język gry,Default selection in language selection menu.
NOTE_CLOSE,Zamknij,Notification button text - closes the notification.
NOTE_DONTSHOWAGAIN,Więcej nie pokazuj,Notification button text - don't show this notification again.
NO,Anuluj,Notification button text - don't perform this action.
YES,Potwierdź,Notification button text - perfom this action.
PRESS_ANY_KEY,Wciśnij powolny klawisz,Shown when awaiting user input when changing a key setting.
CONFLICT_DETECTED,Wykryto konflikt modów!,Warning message that a mod conflict was detected.
UNABLE_TO_OPERATE,"Oznacza to, że mod nie może działać i został wyłączony.",Warning message letting the user know that the mod can't work.
CONFLICTING_MODS,Skonfliktowanymi modami są:,Part of the mod conflict warning notification - header for the list of conflicting mods.
HARMONY_ERROR,Mod nie był w stanie poprawnie zastosować wymagań Harmony.,"Warning message that a patching problem was detected, and the mod can't operate."
HARMONY_PROBLEM_CAUSES,Możliwe przyczyny tego problemu to:,Header for list of possible causes of Harmony errors.
HARMONY_NOT_INSTALLED,"Wymaga modu Harmony 2, który nie został zainstalowany",Possible cause of Harmony error - Harmony not installed.
HARMONY_MOD_ERROR,Stary i/lub zepsuty mod uniemożliwia prawidłowe działanie Harmony 2,Possible cause of Harmony error - a broken mod (not this one) can cause things to stop working.
HARMONY_MOD_CONFLICT,Inny mod może próbować zastosować sprzeczną z Harmony ścieżkę,Possible cause of Harmony error - two mods trying to patch the same thing at once.
