"LANGUAGE","Čeština","Language name (in native language)."
"LANGUAGE_CHOICE","Zvolit jazyk","Heading for language selection menu."
"LANGUAGE_GAME","Použít jazyk hry","Default selection in language selection menu."
"NOTE_CLOSE","Zavřít","Notification button text - closes the notification."
"NOTE_DONTSHOWAGAIN","Znovu nezobrazovat","Notification button text - don't show this notification again."
"NO","Ne","Notification button text - don't perform this action."
"YES","Ano","Notification button text - perfom this action."
"PRESS_ANY_KEY","Stiskněte libovolnou klávesu","Shown when awaiting user input when changing a key setting."
"CONFLICT_DETECTED","Zjištěn konflikt mezi mody!","Warning message that a mod conflict was detected."
"UNABLE_TO_OPERATE","Toto znamená, že mód není schopen fungovat a vypnul se.","Warning message letting the user know that the mod can't work."
"CONFLICTING_MODS","Konfliktní módy jsou:","Part of the mod conflict warning notification - header for the list of conflicting mods."
"HARMONY_ERROR","Mód nebyl schopen správně aplikovat požadované záplaty Harmony.","Warning message that a patching problem was detected, and the mod can't operate."
"HARMONY_PROBLEM_CAUSES","Možné příčiny tohoto problému zahrnují:","Header for list of possible causes of Harmony errors."
"HARMONY_NOT_INSTALLED","Vyžadován mód Harmony 2, který není nainstalován","Possible cause of Harmony error - Harmony not installed."
"HARMONY_MOD_ERROR","Starý a (nebo) rozbitý mód brání správnému fungování Harmony 2","Possible cause of Harmony error - a broken mod (not this one) can cause things to stop working."
"HARMONY_MOD_CONFLICT","Jiný mód se možná pokouší použít konfliktní Harmony záplatu","Possible cause of Harmony error - two mods trying to patch the same thing at once."
